"customer_id","tx_datetime","tx_amount","terminal_id","tx_type"
129,2018-04-02 18:52:21.000 +0500,54.95000076293945,3,2
498,2018-04-02 19:02:56.000 +0500,29.5,7,0
129,2018-04-02 20:06:26.000 +0500,67.87999725341797,3,2
122,2018-04-02 22:04:47.000 +0500,26.899999618530273,16,2
466,2018-04-02 22:41:35.000 +0500,31.950000762939453,3,2
129,2018-04-03 03:19:32.000 +0500,62.20000076293945,3,2
235,2018-04-03 04:30:15.000 +0500,18.049999237060547,9,0
235,2018-04-03 04:54:26.000 +0500,8.800000190734863,9,0
129,2018-04-03 05:15:49.000 +0500,105.80000305175781,3,2
235,2018-04-03 06:10:18.000 +0500,2.130000114440918,9,0
188,2018-04-03 06:45:02.000 +0500,29.639999389648438,16,2
498,2018-04-03 08:23:22.000 +0500,51.380001068115234,7,0
129,2018-04-03 09:47:24.000 +0500,294.1000061035156,3,3
498,2018-04-03 11:17:11.000 +0500,56.459999084472656,7,0
129,2018-04-03 11:22:09.000 +0500,322.75,3,3
466,2018-04-03 11:23:46.000 +0500,29.440000534057617,3,2
188,2018-04-03 11:30:52.000 +0500,38.130001068115234,16,2
188,2018-04-03 12:37:41.000 +0500,16.329999923706055,16,2
226,2018-04-03 13:48:49.000 +0500,10.470000267028809,12,2
226,2018-04-03 14:14:41.000 +0500,25.969999313354492,12,2
286,2018-04-01 02:35:44.000 +0500,19.790000915527344,15,1
144,2018-04-01 12:23:21.000 +0500,91.37999725341797,14,2
50,2018-04-01 08:33:01.000 +0500,10.949999809265137,11,1
150,2018-04-01 13:59:25.000 +0500,89.3499984741211,3,2
411,2018-04-01 07:01:13.000 +0500,46.099998474121094,10,2
411,2018-04-02 08:10:58.000 +0500,144.42999267578125,10,2
411,2018-04-03 07:43:43.000 +0500,90.05000305175781,10,2
337,2018-04-02 05:51:02.000 +0500,6.760000228881836,5,1
226,2018-04-01 13:30:52.000 +0500,25.850000381469727,12,2
226,2018-04-01 22:45:16.000 +0500,22.40999984741211,12,2
226,2018-04-02 13:23:05.000 +0500,6.039999961853027,12,2
132,2018-04-01 13:55:40.000 +0500,6.920000076293945,15,2
132,2018-04-01 15:33:26.000 +0500,9.5,15,2
132,2018-04-02 02:30:11.000 +0500,4.03000020980835,15,2
132,2018-04-02 12:12:25.000 +0500,6.130000114440918,15,2
132,2018-04-02 17:58:54.000 +0500,6.929999828338623,15,2
132,2018-04-03 08:27:51.000 +0500,4.630000114440918,15,2
291,2018-04-02 03:57:20.000 +0500,22.459999084472656,13,2
291,2018-04-03 03:57:20.000 +0500,55.22999954223633,13,2
291,2018-04-03 09:57:20.000 +0500,85.88999938964844,13,0
28,2018-04-01 19:28:39.000 +0500,62.150001525878906,17,2
28,2018-04-02 01:09:14.000 +0500,86.77999877929688,10,0
28,2018-04-02 10:00:48.000 +0500,35.349998474121094,10,2
28,2018-04-02 10:46:24.000 +0500,100.91000366210938,10,3
28,2018-04-03 08:23:13.000 +0500,71.3499984741211,13,2
28,2018-04-03 09:00:25.000 +0500,99.62999725341797,13,0
187,2018-04-01 17:48:38.000 +0500,51.349998474121094,16,2
187,2018-04-03 11:17:09.000 +0500,11.65999984741211,16,1
122,2018-04-01 05:31:21.000 +0500,52.130001068115234,16,1
94,2018-04-01 13:58:34.000 +0500,12.23999786376953,10,3
94,2018-04-01 14:28:57.000 +0500,53.83000183105469,10,1
94,2018-04-01 22:30:46.000 +0500,10.9399995803833,10,2
405,2018-04-01 21:43:05.000 +0500,43.79999923706055,3,2
405,2018-04-02 21:45:09.000 +0500,26.90999984741211,3,2
363,2018-04-01 20:37:48.000 +0500,36.66999816894531,12,0
363,2018-04-01 21:50:04.000 +0500,22.049999237060547,12,2
363,2018-04-02 21:27:40.000 +0500,9.84000015258789,12,2
467,2018-04-01 14:30:34.000 +0500,141.50999450683594,16,0
467,2018-04-01 16:33:40.000 +0500,53.599998474121094,17,3
467,2018-04-01 17:39:03.000 +0500,15.350000381469727,17,3
467,2018-04-01 18:36:49.000 +0500,168.05999755859375,17,3
467,2018-04-01 19:11:54.000 +0500,91.41000366210938,17,1
467,2018-04-01 20:41:17.000 +0500,50.66999816894531,17,2
467,2018-04-02 08:27:22.000 +0500,94.69999694824219,16,0
467,2018-04-02 17:54:59.000 +0500,162.3000030517578,18,2
467,2018-04-03 08:39:01.000 +0500,105.02999877929688,16,0
467,2018-04-03 17:52:23.000 +0500,59.33000183105469,18,2
367,2018-04-04 02:56:13.000 +0500,1.6299999952316284,18,2
187,2018-04-03 15:10:28.000 +0500,59.84000015258789,16,2
498,2018-04-03 15:50:32.000 +0500,35.72999954223633,7,0
367,2018-04-04 08:25:40.000 +0500,5.929999828338623,18,0
50,2018-04-03 16:05:35.000 +0500,56.599998474121094,11,0
187,2018-04-03 17:42:00.000 +0500,33.439998626708984,16,2
466,2018-04-03 18:07:44.000 +0500,89.05000305175781,3,2
498,2018-04-03 18:31:44.000 +0500,27.59000015258789,7,0
466,2018-04-03 21:04:52.000 +0500,13.720000267028809,3,2
122,2018-04-03 22:24:24.000 +0500,27.40999984741211,16,2
498,2018-04-03 23:40:31.000 +0500,82.01000213623047,7,0
129,2018-04-04 03:23:34.000 +0500,49.689998626708984,3,2
129,2018-04-04 04:03:17.000 +0500,211.4499969482422,3,3
367,2018-04-05 08:28:09.000 +0500,4.25,18,0
367,2018-04-05 08:56:35.000 +0500,5.199999809265137,18,1
188,2018-04-04 09:04:49.000 +0500,14.949999809265137,16,2
188,2018-04-04 09:37:44.000 +0500,40.869998931884766,16,2
337,2018-04-04 09:48:29.000 +0500,15.720000267028809,5,0
466,2018-04-04 10:10:56.000 +0500,36.08000183105469,3,2
411,2018-04-04 10:40:55.000 +0500,42.439998626708984,10,0
235,2018-04-04 11:30:35.000 +0500,14.84000015258789,9,0
286,2018-04-04 12:55:00.000 +0500,49.33000183105469,15,0
144,2018-04-04 13:10:21.000 +0500,63.04999923706055,14,2
122,2018-04-04 13:15:53.000 +0500,27.739999771118164,16,2
226,2018-04-04 14:16:50.000 +0500,16.469999313354492,12,2
466,2018-04-04 15:43:38.000 +0500,23.360000610351562,3,2
498,2018-04-04 15:52:19.000 +0500,45.93000030517578,7,0
188,2018-04-04 16:23:07.000 +0500,29.690000534057617,16,2
187,2018-04-04 16:31:49.000 +0500,21.209999084472656,16,2
129,2018-04-04 17:09:17.000 +0500,80.79000091552734,3,2
498,2018-04-04 18:34:51.000 +0500,39.84000015258789,7,0
188,2018-04-04 21:14:03.000 +0500,35.52000045776367,16,2
129,2018-04-05 00:36:07.000 +0500,62.650001525878906,3,2
235,2018-04-05 03:49:07.000 +0500,7.75,9,0
129,2018-04-05 04:18:13.000 +0500,94.55999755859375,3,2
466,2018-04-05 07:05:45.000 +0500,63.7400016784668,3,2
129,2018-04-05 07:40:29.000 +0500,49.33000183105469,3,2
188,2018-04-05 07:56:56.000 +0500,41.880001068115234,16,2
498,2018-04-05 09:10:20.000 +0500,39.9900016784668,7,0
466,2018-04-05 10:04:49.000 +0500,28.549999237060547,3,2
188,2018-04-05 10:22:16.000 +0500,27.049999237060547,16,2
235,2018-04-05 10:59:32.000 +0500,9.489999771118164,9,0
188,2018-04-05 11:43:32.000 +0500,21.190000534057617,16,2
129,2018-04-05 12:05:53.000 +0500,315.5,3,3
129,2018-04-05 13:00:57.000 +0500,136.82000732421875,3,2
144,2018-04-05 13:16:42.000 +0500,42.09000015258789,14,2
188,2018-04-05 14:24:08.000 +0500,31.649999618530273,16,2
235,2018-04-05 16:04:50.000 +0500,10.930000305175781,9,0
498,2018-04-05 17:40:49.000 +0500,54.150001525878906,7,0
498,2018-04-05 18:06:09.000 +0500,29.670000076293945,7,0
188,2018-04-06 04:51:35.000 +0500,13.4399995803833,16,2
188,2018-04-06 06:23:39.000 +0500,28.43000030517578,16,2
367,2018-04-06 07:11:44.000 +0500,2.759999990463257,18,2
498,2018-04-06 07:47:33.000 +0500,16.420000076293945,7,0
235,2018-04-06 08:50:49.000 +0500,9.90999984741211,9,0
129,2018-04-06 09:10:18.000 +0500,73.47000122070312,3,2
235,2018-04-06 09:36:37.000 +0500,9.600000381469727,9,0
188,2018-04-06 09:45:29.000 +0500,51.61000061035156,16,2
144,2018-04-04 16:27:08.000 +0500,46.52000045776367,14,1
144,2018-04-05 09:59:53.000 +0500,42.849998474121094,14,0
144,2018-04-05 18:56:38.000 +0500,14.260000228881836,14,0
144,2018-04-06 08:01:18.000 +0500,42.060001373291016,14,0
150,2018-04-04 13:20:31.000 +0500,77.31999969482422,3,2
150,2018-04-04 14:07:08.000 +0500,78.25,3,2
411,2018-04-04 12:48:19.000 +0500,9.170000076293945,10,2
411,2018-04-05 08:42:24.000 +0500,45.959999084472656,10,2
337,2018-04-04 13:17:22.000 +0500,44.75,5,2
337,2018-04-05 13:31:09.000 +0500,49.099998474121094,5,2
291,2018-04-04 09:12:22.000 +0500,493.6000061035156,13,0
291,2018-04-04 03:23:33.000 +0500,33.2599983215332,13,2
291,2018-04-04 09:12:10.000 +0500,335.04998779296875,13,0
291,2018-04-05 03:19:57.000 +0500,76.08999633789062,13,2
291,2018-04-05 09:37:27.000 +0500,311.1499938964844,13,0
28,2018-04-04 14:19:19.000 +0500,59.33000183105469,14,0
28,2018-04-04 18:41:01.000 +0500,74.63999938964844,14,0
28,2018-04-05 08:06:45.000 +0500,84.48999786376953,14,0
28,2018-04-05 12:35:30.000 +0500,69.36000061035156,15,2
28,2018-04-06 03:13:42.000 +0500,121.5,15,0
28,2018-04-06 08:39:10.000 +0500,101.30000305175781,15,2
187,2018-04-04 09:51:50.000 +0500,38.31999969482422,16,0
122,2018-04-04 11:36:32.000 +0500,49.08000183105469,16,3
122,2018-04-05 08:59:16.000 +0500,32.599998474121094,16,0
122,2018-04-05 09:14:44.000 +0500,42.880001068115234,16,3
122,2018-04-05 18:37:15.000 +0500,40.7400016784668,16,0
405,2018-04-02 21:34:38.000 +0500,59.310001373291016,3,2
405,2018-04-03 21:40:48.000 +0500,31.59000015258789,3,2
405,2018-04-04 21:38:25.000 +0500,14.40999984741211,3,2
405,2018-04-05 21:33:32.000 +0500,43.099998474121094,3,2
363,2018-04-04 20:04:36.000 +0500,33.11000061035156,12,0
363,2018-04-04 21:53:42.000 +0500,47.709999084472656,12,2
363,2018-04-05 20:44:10.000 +0500,37.59000015258789,12,0
363,2018-04-05 21:37:59.000 +0500,40.189998626708984,12,2
363,2018-04-06 19:59:02.000 +0500,17.780000686645508,12,0
467,2018-04-04 08:25:52.000 +0500,59.18000030517578,16,0
467,2018-04-04 17:45:43.000 +0500,93.44999694824219,18,2
467,2018-04-05 08:34:17.000 +0500,71.3499984741211,16,0
467,2018-04-05 13:33:10.000 +0500,51.84000015258789,18,2
467,2018-04-06 08:30:36.000 +0500,22.959999084472656,16,0
498,2018-04-06 11:46:36.000 +0500,33.02000045776367,7,0
235,2018-04-06 12:13:03.000 +0500,11.069999694824219,9,0
122,2018-04-06 12:28:56.000 +0500,27.950000762939453,16,2
235,2018-04-06 13:25:59.000 +0500,12.119999885559082,9,0
235,2018-04-06 13:39:32.000 +0500,11.84000015258789,9,0
498,2018-04-06 13:45:57.000 +0500,23.520000457763672,7,0
296,2018-04-08 17:15:02.000 +0500,120.5461354256,15,3
367,2018-04-06 13:50:08.000 +0500,14.479999542236328,18,3
466,2018-04-06 15:07:29.000 +0500,78.22000122070312,3,2
129,2018-04-06 15:48:35.000 +0500,141.0,3,3
188,2018-04-06 15:56:17.000 +0500,36.810001373291016,16,2
144,2018-04-06 16:23:58.000 +0500,34.75,14,2
466,2018-04-06 16:30:44.000 +0500,68.88999938964844,3,2
188,2018-04-06 16:33:32.000 +0500,52.95000076293945,16,2
188,2018-04-06 19:11:39.000 +0500,41.79999923706055,16,2
188,2018-04-06 20:36:40.000 +0500,54.06999969482422,16,2
498,2018-04-06 21:33:53.000 +0500,27.260000228881836,7,0
367,2018-04-07 04:27:49.000 +0500,4.739999771118164,18,2
498,2018-04-07 05:30:25.000 +0500,1.0700000524520874,7,2
498,2018-04-07 05:30:52.000 +0500,53.869998931884766,7,2
466,2018-04-07 07:31:51.000 +0500,37.02000045776367,3,2
129,2018-04-07 07:34:10.000 +0500,75.41999816894531,3,2
367,2018-04-07 08:16:19.000 +0500,0.07000000029802322,18,2
367,2018-04-07 08:36:49.000 +0500,9.020000457763672,18,2
235,2018-04-07 09:39:07.000 +0500,6.5,9,0
367,2018-04-07 10:42:22.000 +0500,8.109999656677246,18,2
235,2018-04-07 11:39:01.000 +0500,12.079999923706055,9,0
122,2018-04-07 13:26:56.000 +0500,40.119998931884766,16,2
144,2018-04-07 13:28:15.000 +0500,21.93000030517578,14,2
187,2018-04-07 13:28:33.000 +0500,21.15999984741211,16,2
129,2018-04-07 13:57:43.000 +0500,32.939998626708984,3,2
235,2018-04-07 14:10:37.000 +0500,8.199999809265137,9,0
188,2018-04-07 14:30:36.000 +0500,42.36000061035156,16,2
188,2018-04-07 15:09:52.000 +0500,25.200000762939453,16,2
235,2018-04-07 15:30:37.000 +0500,10.329999923706055,9,0
235,2018-04-07 15:38:55.000 +0500,14.5,9,0
367,2018-04-07 19:32:56.000 +0500,11.729999542236328,18,2
235,2018-04-07 19:40:44.000 +0500,6.699999809265137,9,0
367,2018-04-07 20:17:01.000 +0500,8.100000381469727,18,2
337,2018-04-07 20:38:41.000 +0500,40.13999938964844,5,2
235,2018-04-08 01:19:46.000 +0500,3.559999942779541,9,0
286,2018-04-08 02:38:28.000 +0500,9.109999656677246,15,0
129,2018-04-08 05:42:27.000 +0500,222.75,3,3
235,2018-04-08 06:04:29.000 +0500,28.860000610351562,9,0
498,2018-04-08 07:18:21.000 +0500,37.91999816894531,7,2
129,2018-04-08 08:42:53.000 +0500,25.850000381469727,3,2
498,2018-04-08 09:27:51.000 +0500,66.19000244140625,7,2
367,2018-04-08 10:35:39.000 +0500,7.900000095367432,18,2
235,2018-04-08 11:30:40.000 +0500,14.5600004196167,9,0
188,2018-04-08 11:55:06.000 +0500,29.690000534057617,16,2
367,2018-04-08 12:18:03.000 +0500,7.489999771118164,18,2
129,2018-04-08 12:40:47.000 +0500,145.4600067138672,3,2
235,2018-04-08 13:09:54.000 +0500,10.430000305175781,9,0
187,2018-04-08 13:34:46.000 +0500,38.40999984741211,16,2
235,2018-04-08 13:44:54.000 +0500,10.399999618530273,9,0
466,2018-04-08 14:12:21.000 +0500,24.959999084472656,3,2
367,2018-04-08 14:19:50.000 +0500,8.4399995803833,18,2
144,2018-04-07 07:28:38.000 +0500,46.630001068115234,14,0
144,2018-04-08 10:06:52.000 +0500,73.48999786376953,14,3
144,2018-04-08 10:11:10.000 +0500,44.459999084472656,14,3
50,2018-04-08 12:41:17.000 +0500,56.06999969482422,11,3
50,2018-04-08 12:54:07.000 +0500,42.86000061035156,11,3
50,2018-04-08 13:49:42.000 +0500,55.849998474121094,11,2
286,2018-04-06 15:03:25.000 +0500,40.529998779296875,15,2
16,2018-04-07 07:37:42.000 +0500,87.91999816894531,3,0
150,2018-04-08 07:55:50.000 +0500,129.7899932861328,3,0
16,2018-04-08 07:20:11.000 +0500,40.869998931884766,3,0
337,2018-04-06 13:27:04.000 +0500,31.43000030517578,5,2
226,2018-04-06 11:00:13.000 +0500,16.020000457763672,12,3
226,2018-04-06 22:21:41.000 +0500,13.739999771118164,12,2
226,2018-04-08 09:59:23.000 +0500,19.520000457763672,12,0
132,2018-04-06 12:22:05.000 +0500,7.420000076293945,15,2
132,2018-04-07 03:50:17.000 +0500,7.510000228881836,15,2
132,2018-04-07 08:05:33.000 +0500,6.440000057220459,15,2
291,2018-04-07 14:38:02.000 +0500,98.44999694824219,13,3
291,2018-04-08 22:08:18.000 +0500,35.400001525878906,13,3
28,2018-04-06 11:58:40.000 +0500,114.30000305175781,18,3
28,2018-04-07 13:44:44.000 +0500,53.040000915527344,18,2
28,2018-04-08 07:08:57.000 +0500,122.80999755859375,18,0
28,2018-04-08 11:36:35.000 +0500,155.50999450683594,18,3
28,2018-04-08 11:45:46.000 +0500,84.22000122070312,12,3
187,2018-04-06 13:18:33.000 +0500,32.529998779296875,16,2
187,2018-04-08 09:59:44.000 +0500,37.31999969482422,16,0
122,2018-04-07 09:35:16.000 +0500,31.81999969482422,16,0
122,2018-04-07 10:16:33.000 +0500,10.800000190734863,16,3
122,2018-04-07 12:13:03.000 +0500,52.470001220703125,16,3
122,2018-04-07 12:17:06.000 +0500,29.100000381469727,16,3
122,2018-04-08 02:18:56.000 +0500,19.239999771118164,16,2
94,2018-04-08 14:14:08.000 +0500,56.2599983215332,10,3
405,2018-04-06 21:30:03.000 +0500,74.06999969482422,3,2
405,2018-04-07 21:24:09.000 +0500,34.9900016784668,3,2
405,2018-04-08 21:59:28.000 +0500,58.279998779296875,3,2
363,2018-04-06 20:38:50.000 +0500,36.93000030517578,12,2
363,2018-04-07 20:49:49.000 +0500,41.70000076293945,12,2
363,2018-04-07 21:58:16.000 +0500,33.150001525878906,12,2
363,2018-04-08 20:01:07.000 +0500,42.630001068115234,12,0
363,2018-04-08 21:24:42.000 +0500,19.34000015258789,12,2
467,2018-04-06 13:19:06.000 +0500,114.08000183105469,18,2
467,2018-04-07 08:32:17.000 +0500,33.02000045776367,16,0
467,2018-04-07 13:53:17.000 +0500,52.58000183105469,18,2
467,2018-04-08 14:27:41.000 +0500,6.260000228881836,17,3
467,2018-04-08 15:16:42.000 +0500,100.7300033569336,17,3
467,2018-04-08 16:24:59.000 +0500,134.27000427246094,17,3
188,2018-04-08 14:41:02.000 +0500,36.790000915527344,16,2
367,2018-04-08 15:08:48.000 +0500,6.579999923706055,18,2
498,2018-04-08 15:10:44.000 +0500,15.75,7,2
411,2018-04-08 15:16:06.000 +0500,85.97000122070312,10,0
129,2018-04-08 15:32:34.000 +0500,597.4000244140625,3,3
15,2018-04-08 15:49:50.000 +0500,81.18000030517578,2,2
466,2018-04-08 16:17:00.000 +0500,35.83000183105469,3,2
466,2018-04-08 16:30:00.000 +0500,58.83000183105469,3,2
144,2018-04-08 17:09:18.000 +0500,66.73999786376953,14,2
226,2018-04-08 17:30:38.000 +0500,15.279999732971191,12,2
498,2018-04-08 18:40:01.000 +0500,63.70000076293945,7,2
367,2018-04-08 18:41:57.000 +0500,6.170000076293945,18,2
122,2018-04-09 01:37:16.000 +0500,1.1299999952316284,16,2
498,2018-04-09 02:21:07.000 +0500,46.54999923706055,7,2
235,2018-04-09 07:21:49.000 +0500,21.860000610351562,9,0
94,2018-04-09 07:50:47.000 +0500,38.189998626708984,10,0
498,2018-04-09 08:20:31.000 +0500,34.84000015258789,7,2
129,2018-04-09 08:39:13.000 +0500,23.959999084472656,3,2
466,2018-04-09 09:05:03.000 +0500,66.27999877929688,3,2
235,2018-04-09 10:15:12.000 +0500,9.8100004196167,9,0
188,2018-04-09 10:24:06.000 +0500,38.79999923706055,16,2
367,2018-04-09 10:42:05.000 +0500,8.140000343322754,18,2
15,2018-04-09 11:05:41.000 +0500,121.23999786376953,2,2
498,2018-04-09 12:32:50.000 +0500,88.7300033569336,7,2
235,2018-04-09 12:34:51.000 +0500,19.059999465942383,9,0
144,2018-04-09 12:41:28.000 +0500,59.34000015258789,14,2
188,2018-04-09 13:36:19.000 +0500,37.720001220703125,16,2
498,2018-04-09 13:39:37.000 +0500,19.299999237060547,7,2
235,2018-04-09 13:50:19.000 +0500,8.630000114440918,9,0
466,2018-04-09 13:57:53.000 +0500,59.630001068115234,3,2
235,2018-04-09 14:52:28.000 +0500,21.8799991607666,9,0
498,2018-04-09 15:44:57.000 +0500,54.02000045776367,7,2
188,2018-04-09 15:59:01.000 +0500,26.31999969482422,16,2
226,2018-04-09 17:18:53.000 +0500,4.900000095367432,12,2
187,2018-04-09 20:21:18.000 +0500,45.599998474121094,16,2
466,2018-04-09 22:34:17.000 +0500,69.95999908447266,3,2
122,2018-04-10 01:59:45.000 +0500,45.790000915527344,16,2
188,2018-04-10 05:32:10.000 +0500,65.66999816894531,16,2
466,2018-04-10 06:25:35.000 +0500,67.08999633789062,3,2
466,2018-04-10 07:08:16.000 +0500,65.19000244140625,3,2
498,2018-04-10 08:18:48.000 +0500,41.310001373291016,7,2
498,2018-04-10 10:16:43.000 +0500,46.5099983215332,7,2
466,2018-04-10 10:17:17.000 +0500,44.08000183105469,3,2
367,2018-04-10 11:16:18.000 +0500,5.190000057220459,18,2
466,2018-04-10 11:43:13.000 +0500,94.11000061035156,3,2
129,2018-04-10 12:14:24.000 +0500,66.19999694824219,3,2
235,2018-04-10 12:35:28.000 +0500,15.260000228881836,9,0
235,2018-04-10 13:04:04.000 +0500,19.8799991607666,9,0
367,2018-04-10 13:13:46.000 +0500,8.609999656677246,18,2
235,2018-04-10 13:33:51.000 +0500,23.149999618530273,9,0
129,2018-04-10 13:49:19.000 +0500,33.16999816894531,3,2
235,2018-04-10 13:59:39.000 +0500,11.430000305175781,9,0
498,2018-04-10 15:06:27.000 +0500,32.81999969482422,7,2
188,2018-04-10 15:41:12.000 +0500,9.479999542236328,16,2
367,2018-04-10 15:41:27.000 +0500,3.7699999809265137,18,2
367,2018-04-10 16:09:37.000 +0500,8.960000038146973,18,2
129,2018-04-10 16:10:52.000 +0500,371.8500061035156,3,3
188,2018-04-10 16:18:01.000 +0500,31.09000015258789,16,2
498,2018-04-10 16:24:42.000 +0500,59.599998474121094,7,2
188,2018-04-10 16:43:26.000 +0500,36.279998779296875,16,2
466,2018-04-10 18:22:14.000 +0500,83.29000091552734,3,2
188,2018-04-10 18:29:00.000 +0500,45.130001068115234,16,2
188,2018-04-10 19:06:16.000 +0500,25.049999237060547,16,2
451,2018-04-10 19:51:33.000 +0500,33.22999954223633,1,2
129,2018-04-11 01:44:34.000 +0500,106.23999786376953,3,2
235,2018-04-11 03:02:25.000 +0500,10.59000015258789,9,0
144,2018-04-09 09:33:37.000 +0500,57.86000061035156,14,0
144,2018-04-09 18:28:12.000 +0500,68.8499984741211,14,2
144,2018-04-09 19:01:54.000 +0500,67.56999969482422,14,1
144,2018-04-10 18:01:49.000 +0500,31.850000381469727,14,1
50,2018-04-09 09:42:35.000 +0500,37.599998474121094,11,0
16,2018-04-09 13:29:41.000 +0500,22.75,3,2
16,2018-04-11 13:07:12.000 +0500,70.7300033569336,3,2
337,2018-04-09 17:48:48.000 +0500,11.529999732971191,5,2
337,2018-04-10 10:21:21.000 +0500,65.68000030517578,5,0
226,2018-04-11 13:14:41.000 +0500,16.6200008392334,12,2
132,2018-04-09 04:29:49.000 +0500,12.680000305175781,15,2
132,2018-04-09 05:59:58.000 +0500,10.899999618530273,15,2
132,2018-04-09 10:20:48.000 +0500,2.390000104904175,15,2
132,2018-04-10 13:58:55.000 +0500,7.039999961853027,15,2
291,2018-04-09 03:32:32.000 +0500,262.25,13,2
291,2018-04-09 03:53:31.000 +0500,78.19999694824219,13,2
291,2018-04-09 09:29:07.000 +0500,76.05000305175781,13,0
291,2018-04-10 03:45:09.000 +0500,67.76000213623047,13,2
291,2018-04-10 09:01:02.000 +0500,424.1499938964844,13,0
291,2018-04-10 14:46:35.000 +0500,89.26000213623047,13,3
291,2018-04-10 16:53:04.000 +0500,33.58000183105469,13,3
28,2018-04-09 17:33:37.000 +0500,136.67999267578125,12,0
187,2018-04-10 11:55:11.000 +0500,34.459999084472656,16,3
122,2018-04-10 06:28:05.000 +0500,12.34000015258789,16,1
122,2018-04-10 08:31:28.000 +0500,31.829999923706055,16,0
122,2018-04-10 10:04:05.000 +0500,19.329999923706055,16,3
94,2018-04-08 14:32:22.000 +0500,34.58000183105469,10,1
94,2018-04-08 23:00:51.000 +0500,15.880000114440918,10,2
94,2018-04-08 16:15:23.000 +0500,0.7400000095367432,10,0
405,2018-04-09 21:20:47.000 +0500,61.52000045776367,3,2
405,2018-04-10 21:13:21.000 +0500,27.030000686645508,3,2
363,2018-04-09 19:56:59.000 +0500,14.760000228881836,12,0
363,2018-04-09 20:23:37.000 +0500,45.779998779296875,12,2
363,2018-04-10 21:11:36.000 +0500,13.329999923706055,12,0
363,2018-04-10 21:42:11.000 +0500,29.079999923706055,12,2
467,2018-04-09 08:23:12.000 +0500,70.22000122070312,16,0
467,2018-04-10 08:17:55.000 +0500,177.61000061035156,16,0
467,2018-04-10 13:55:51.000 +0500,8.119999885559082,18,2
129,2018-04-11 06:41:56.000 +0500,472.29998779296875,3,3
466,2018-04-11 06:44:59.000 +0500,65.13999938964844,3,2
466,2018-04-11 07:16:34.000 +0500,45.0099983215332,3,2
466,2018-04-11 07:32:02.000 +0500,56.20000076293945,3,2
235,2018-04-11 08:54:27.000 +0500,4.579999923706055,9,0
129,2018-04-11 08:57:32.000 +0500,64.41000366210938,3,2
129,2018-04-11 11:24:56.000 +0500,422.45001220703125,3,3
129,2018-04-11 12:08:37.000 +0500,28.489999771118164,3,2
129,2018-04-11 12:38:51.000 +0500,47.0099983215332,3,2
188,2018-04-11 12:57:45.000 +0500,24.540000915527344,16,2
144,2018-04-11 13:35:42.000 +0500,50.459999084472656,14,2
